From Date,To Date,PM2.5,PM10,NO2,SO2,NH3,CO,Ozone
01-01-2020 00:00,02-01-2020 00:00,50.08,78.39,12.82,5.16,4.15,0.27,39.34
02-01-2020 00:00,03-01-2020 00:00,41.34,74.04,15.25,2.91,4.53,0.38,35.31
03-01-2020 00:00,04-01-2020 00:00,40.38,80.06,19.42,4.77,3.7,0.52,25.21
04-01-2020 00:00,05-01-2020 00:00,40.8,86.26,17.77,5.52,3.75,0.83,26.29
05-01-2020 00:00,06-01-2020 00:00,42.55,70.35,16.32,1.24,3.44,0.38,21.13
06-01-2020 00:00,07-01-2020 00:00,33.25,80.47,13.28,7,3.49,0.52,30.51
07-01-2020 00:00,08-01-2020 00:00,41.59,73.54,12.03,8.37,1.99,0.66,20.39
08-01-2020 00:00,09-01-2020 00:00,36.65,66.38,10.68,5.67,5.82,0.52,30.95
09-01-2020 00:00,10-01-2020 00:00,26.73,65.3,9.76,4.03,8.61,0.43,26.33
10-01-2020 00:00,11-01-2020 00:00,24.26,62.33,8.5,6.05,8.73,0.41,37
11-01-2020 00:00,12-01-2020 00:00,24.48,50.97,8.38,6.34,8.78,0.5,41.96
12-01-2020 00:00,13-01-2020 00:00,28.89,50.06,9.32,6.08,9.52,0.61,39.19
13-01-2020 00:00,14-01-2020 00:00,47.11,84.58,15.61,5.87,6.71,0.78,19.04
14-01-2020 00:00,15-01-2020 00:00,23.09,42.53,13.82,5.18,8.15,0.59,31
15-01-2020 00:00,16-01-2020 00:00,27.52,55.82,14.42,6.38,7.88,0.63,34.1
16-01-2020 00:00,17-01-2020 00:00,34.47,67.05,20.22,6.36,8.55,0.71,29.21
17-01-2020 00:00,18-01-2020 00:00,51.59,83.8,17.35,7.51,7.21,0.92,17.79
18-01-2020 00:00,19-01-2020 00:00,36.94,109.47,12.35,7.46,6.91,0.69,25.79
19-01-2020 00:00,20-01-2020 00:00,28.4,68.69,10,8.41,8.3,0.69,28.33
20-01-2020 00:00,21-01-2020 00:00,27.44,66.1,10.4,6.61,7.37,0.73,27.73
21-01-2020 00:00,22-01-2020 00:00,35.8,75.77,16.66,8.67,7.55,0.79,20.55
22-01-2020 00:00,23-01-2020 00:00,34.68,71.3,12.8,8.66,6.85,0.76,23.52
23-01-2020 00:00,24-01-2020 00:00,32.33,64.52,8.03,6.61,6.75,0.64,38.32
24-01-2020 00:00,25-01-2020 00:00,28.03,65.04,9.44,11.35,6.39,0.54,33.62
25-01-2020 00:00,26-01-2020 00:00,43.62,79.99,11.24,8.36,5.73,0.53,28.42
26-01-2020 00:00,27-01-2020 00:00,53.67,95.77,14.93,8.34,7.58,0.81,22.22
27-01-2020 00:00,28-01-2020 00:00,44.9,76.41,14.7,8.32,8.45,0.54,22.85
28-01-2020 00:00,29-01-2020 00:00,16.26,48.69,7.82,8.36,9.99,0.24,28.14
29-01-2020 00:00,30-01-2020 00:00,26.29,54.28,11.33,8.31,8.41,0.39,22.52
30-01-2020 00:00,31-01-2020 00:00,33.11,68,13.07,8.32,9.1,0.51,24.28
31-01-2020 00:00,01-02-2020 00:00,45.31,87.01,11.93,8.28,7.38,0.59,28.45
01-02-2020 00:00,02-02-2020 00:00,33.6,81.17,10.72,8.34,7.48,0.73,33.25
02-02-2020 00:00,03-02-2020 00:00,29.43,73,8.31,8.33,8.37,0.61,40.43
03-02-2020 00:00,04-02-2020 00:00,34.37,85.83,9.34,8.32,9.11,0.76,37.25
04-02-2020 00:00,05-02-2020 00:00,37.07,91.18,11.32,8.36,5.69,0.89,25.46
05-02-2020 00:00,06-02-2020 00:00,44.23,94.56,12.38,8.33,6.52,0.94,25.2
06-02-2020 00:00,07-02-2020 00:00,33.66,72,8.52,8.36,8.45,0.76,35.2
07-02-2020 00:00,08-02-2020 00:00,45.39,103.34,8.57,7.37,6.4,1.11,32.87
08-02-2020 00:00,09-02-2020 00:00,48.06,96.89,6.63,6.68,6.15,0.81,42.93
09-02-2020 00:00,10-02-2020 00:00,33.95,70.89,4.83,6.68,6.02,0.79,47.51
10-02-2020 00:00,11-02-2020 00:00,38.14,87.33,9.11,6.63,6.79,1.05,37.65
11-02-2020 00:00,12-02-2020 00:00,52.9,109.39,16.46,10.18,7.87,1.18,32.91
12-02-2020 00:00,13-02-2020 00:00,59.82,121.37,18.27,7.14,8.51,1.32,29.82
13-02-2020 00:00,14-02-2020 00:00,48.32,97.3,18.07,5.62,6.37,1.04,22.2
14-02-2020 00:00,15-02-2020 00:00,35.68,80.7,15.17,7.09,7.44,0.88,32.41
15-02-2020 00:00,16-02-2020 00:00,43.78,101.61,19.28,6.17,7.28,1.05,29
16-02-2020 00:00,17-02-2020 00:00,42.92,99.6,19.29,6.04,8.75,1.05,28.48
17-02-2020 00:00,18-02-2020 00:00,32.02,86.27,40.17,7.16,17.93,1.1,37.42
18-02-2020 00:00,19-02-2020 00:00,45.44,109.22,15.64,10,5.92,1.17,26.69
19-02-2020 00:00,20-02-2020 00:00,65.34,132.86,21.15,16.36,6.62,1.2,28.72
20-02-2020 00:00,21-02-2020 00:00,58.02,121.19,20.4,9.46,4.66,1.37,17.95
21-02-2020 00:00,22-02-2020 00:00,35.37,86.6,16.09,9.15,5.87,0.93,25.78
22-02-2020 00:00,23-02-2020 00:00,27.02,75.78,13.99,6.55,5.96,0.86,35.11
23-02-2020 00:00,24-02-2020 00:00,40.25,86.43,13.41,7.59,5.87,0.88,37.61
24-02-2020 00:00,25-02-2020 00:00,47.17,97.24,14.11,5.37,6.16,0.96,31.01
25-02-2020 00:00,26-02-2020 00:00,48.15,111.98,15.02,5.68,6.12,1.18,30.45
26-02-2020 00:00,27-02-2020 00:00,60.52,127.68,14.24,6.23,5.31,1.38,26.81
27-02-2020 00:00,28-02-2020 00:00,63.92,105.9,20.08,14.99,5.02,1.49,26.71
28-02-2020 00:00,29-02-2020 00:00,56.24,134.52,21.17,10.43,4.87,1.29,20.27
29-02-2020 00:00,01-03-2020 00:00,40.64,92.17,18.17,12.22,5.33,1.04,22.74
01-03-2020 00:00,02-03-2020 00:00,34.94,81.69,23.18,11.11,5.72,0.94,22.25
02-03-2020 00:00,03-03-2020 00:00,28.87,78.15,14.31,9.43,5.51,1,21.09
03-03-2020 00:00,04-03-2020 00:00,41.32,90.9,17.98,10.53,7.6,1.04,19.89
04-03-2020 00:00,05-03-2020 00:00,28.64,74.96,11.82,22.3,10.6,0.69,23.56
05-03-2020 00:00,06-03-2020 00:00,32.4,80.9,8.68,12.6,11.43,0.56,24.18
06-03-2020 00:00,07-03-2020 00:00,25.43,73.12,6.84,6.54,9.21,0.56,23.22
07-03-2020 00:00,08-03-2020 00:00,34.04,78.58,13.01,5.06,8.04,0.8,25.99
08-03-2020 00:00,09-03-2020 00:00,33.05,74.62,12.82,6.02,7.52,0.86,33.12
09-03-2020 00:00,10-03-2020 00:00,29.55,65.68,7.2,7.28,9.63,0.72,34.3
10-03-2020 00:00,11-03-2020 00:00,36.33,74.79,7.08,12.63,9.93,0.66,22.97
11-03-2020 00:00,12-03-2020 00:00,23.16,67.05,6.47,9.28,9.71,0.63,25.75
12-03-2020 00:00,13-03-2020 00:00,24.04,75.62,7.59,12.93,8.73,0.76,22.18
13-03-2020 00:00,14-03-2020 00:00,31.36,90.7,7.15,9.61,9.39,0.75,18.85
14-03-2020 00:00,15-03-2020 00:00,26.39,85.61,6.9,5.37,8.68,0.81,30.21
15-03-2020 00:00,16-03-2020 00:00,24.86,89.08,7.89,6.02,8.27,0.91,35.42
16-03-2020 00:00,17-03-2020 00:00,26.53,74.55,9.51,6.94,8.62,0.97,21.33
17-03-2020 00:00,18-03-2020 00:00,34.53,96.21,10.88,7.68,8.41,1.21,26.92
18-03-2020 00:00,19-03-2020 00:00,35.02,90.88,11.11,12.59,8.48,1.19,24.05
19-03-2020 00:00,20-03-2020 00:00,48.53,103.51,11.65,19.85,7.58,1.18,23.32
20-03-2020 00:00,21-03-2020 00:00,32.21,75.3,8.57,22.52,9.95,1.02,16.6
21-03-2020 00:00,22-03-2020 00:00,34.83,83.85,7.26,14.9,10.05,1.02,14.16
22-03-2020 00:00,23-03-2020 00:00,35.62,87.9,5.44,12.71,10.24,0.95,14.84
23-03-2020 00:00,24-03-2020 00:00,33.79,79.14,6.5,6.89,11.04,0.93,28.01
24-03-2020 00:00,25-03-2020 00:00,27.19,72.95,4.5,6.09,11.92,0.8,28.97
25-03-2020 00:00,26-03-2020 00:00,25.87,73.32,4.93,5.08,12.26,0.8,20.65
26-03-2020 00:00,27-03-2020 00:00,26.38,74.48,4.78,4.29,12.77,0.73,19.57
27-03-2020 00:00,28-03-2020 00:00,17.95,28.98,4.26,3.35,12.03,0.67,15.78
28-03-2020 00:00,29-03-2020 00:00,28.86,52.77,5.62,3.79,12.39,0.68,14.25
29-03-2020 00:00,30-03-2020 00:00,25.32,54.31,6.38,4.12,10.91,0.72,20.85
30-03-2020 00:00,31-03-2020 00:00,30.16,57.14,6.71,4.5,9.93,0.73,16.15
31-03-2020 00:00,01-04-2020 00:00,37.32,73.15,5.56,7.69,10.08,0.73,23.33
01-04-2020 00:00,02-04-2020 00:00,29.1,72.16,4.89,5.88,10.22,0.66,18.56
02-04-2020 00:00,03-04-2020 00:00,24.77,63.15,5.88,4.72,9.58,0.71,19.44
03-04-2020 00:00,04-04-2020 00:00,29.82,62.22,6.82,4.76,9.03,0.81,16.91
04-04-2020 00:00,05-04-2020 00:00,29.31,60.23,6.34,4.72,9.18,0.8,20.68
05-04-2020 00:00,06-04-2020 00:00,29.33,60.08,7.21,5.55,9.33,0.87,20.67
06-04-2020 00:00,07-04-2020 00:00,36.23,72.45,6.54,6.91,9.15,0.9,24.12
07-04-2020 00:00,08-04-2020 00:00,31.54,78.47,4.5,8.12,9.24,0.8,19.33
08-04-2020 00:00,09-04-2020 00:00,33.56,90.78,4.23,6.63,9.61,0.79,21.24
09-04-2020 00:00,10-04-2020 00:00,29.43,76.44,4.96,6.84,9.18,0.8,20.77
10-04-2020 00:00,11-04-2020 00:00,26.3,66.96,4.48,7.4,9.2,0.82,24.97
11-04-2020 00:00,12-04-2020 00:00,26.36,63.21,4.63,5.67,8.89,0.83,16.22
12-04-2020 00:00,13-04-2020 00:00,24.95,61.98,3.51,6.1,9.36,0.83,22.47
13-04-2020 00:00,14-04-2020 00:00,22.24,54.44,4.31,5.87,9.58,0.86,23.29
14-04-2020 00:00,15-04-2020 00:00,25.63,57.88,3.77,5.38,9.32,0.86,21.13
15-04-2020 00:00,16-04-2020 00:00,24.09,58.82,3.96,5.28,8.32,0.87,24.16
16-04-2020 00:00,17-04-2020 00:00,33.89,74.27,4.05,7.37,9.25,0.88,23.86
17-04-2020 00:00,18-04-2020 00:00,25.41,73.27,3.83,6.31,8.4,0.84,19.42
18-04-2020 00:00,19-04-2020 00:00,20.82,62.14,2.9,6.84,9,0.81,24.8
19-04-2020 00:00,20-04-2020 00:00,17.03,52.58,2.55,7.49,9.82,0.77,23.09
20-04-2020 00:00,21-04-2020 00:00,21.39,54.42,3.2,7.95,9.07,0.8,21.97
21-04-2020 00:00,22-04-2020 00:00,21.02,63.49,2.4,5.18,8.96,0.77,22.75
22-04-2020 00:00,23-04-2020 00:00,23.35,72.59,2.53,5.76,8.62,0.77,23.11
23-04-2020 00:00,24-04-2020 00:00,22.69,73.77,2.09,6.91,8.75,0.74,26.54
24-04-2020 00:00,25-04-2020 00:00,20.04,60.16,2.32,6.24,11.1,0.69,26.79
25-04-2020 00:00,26-04-2020 00:00,19.13,68.77,2.67,5.92,12.03,0.68,25.32
26-04-2020 00:00,27-04-2020 00:00,18.54,63.94,2.25,5.13,13.74,0.65,25.55
27-04-2020 00:00,28-04-2020 00:00,21.06,64.35,3.86,7.4,14.25,0.71,23.98
28-04-2020 00:00,29-04-2020 00:00,25.13,82.35,3.12,7.56,14.35,0.7,27.84
29-04-2020 00:00,30-04-2020 00:00,22.61,66.39,3.33,7.22,15.43,0.72,28.08
30-04-2020 00:00,01-05-2020 00:00,21.1,65.24,2.81,7.9,14.16,0.72,30.91
01-05-2020 00:00,02-05-2020 00:00,25.45,87.96,2.77,8.26,13.6,0.71,28.3
02-05-2020 00:00,03-05-2020 00:00,17.67,50.36,2.51,8.13,13.33,0.68,27.66
03-05-2020 00:00,04-05-2020 00:00,17.95,54.8,2.07,6.53,14.15,0.66,26.33
04-05-2020 00:00,05-05-2020 00:00,15.69,59.97,1.9,5.93,12.54,0.64,28.47
05-05-2020 00:00,06-05-2020 00:00,24.22,108.79,2.73,5.84,13.26,0.66,31.05
06-05-2020 00:00,07-05-2020 00:00,23.47,80.34,2.04,6.35,12.74,0.64,29.33
07-05-2020 00:00,08-05-2020 00:00,22.51,54.56,2.41,6.99,13.43,0.66,31.31
08-05-2020 00:00,09-05-2020 00:00,23.89,50.45,2.3,8.79,12.45,0.66,26.94
09-05-2020 00:00,10-05-2020 00:00,21.57,50.15,1.84,6.83,12.11,0.63,27.55
10-05-2020 00:00,11-05-2020 00:00,21.45,52.01,1.43,7.05,12.36,0.61,27.96
11-05-2020 00:00,12-05-2020 00:00,24.42,57.03,1.49,9.11,13.95,0.62,25.49
12-05-2020 00:00,13-05-2020 00:00,25.17,69.56,2.29,5.61,11.89,0.58,28.76
13-05-2020 00:00,14-05-2020 00:00,27.83,70.21,2.85,7.89,13.2,0.59,26.05
14-05-2020 00:00,15-05-2020 00:00,27.35,60.83,3.03,8.05,14.2,0.6,25.97
15-05-2020 00:00,16-05-2020 00:00,26.57,58.71,3.13,7.73,14.43,0.61,30.69
16-05-2020 00:00,17-05-2020 00:00,40.56,102.9,3.59,6.37,13.68,0.62,27.25
17-05-2020 00:00,18-05-2020 00:00,29.21,65.82,3.23,7.09,13.49,0.63,27.31
18-05-2020 00:00,19-05-2020 00:00,24.63,66.61,3,6.56,13.19,0.62,27.21
19-05-2020 00:00,20-05-2020 00:00,19.96,49,3.76,7.79,13.59,0.66,28.97
20-05-2020 00:00,21-05-2020 00:00,18.39,67.57,3.23,9,14.3,0.67,30.57
21-05-2020 00:00,22-05-2020 00:00,23.79,72.05,3.8,9.13,13.63,0.71,29.44
22-05-2020 00:00,23-05-2020 00:00,21.59,71.69,3.71,11.15,12.61,0.7,30.6
23-05-2020 00:00,24-05-2020 00:00,22.22,72.25,3.11,9.95,13.66,0.68,28.12
24-05-2020 00:00,25-05-2020 00:00,18.28,58.02,3,9.31,12.9,0.65,28.54
25-05-2020 00:00,26-05-2020 00:00,21.75,70.45,2.92,10.38,13.32,0.67,28.31
26-05-2020 00:00,27-05-2020 00:00,23.32,74.94,2.72,7.18,13.16,0.65,25.3
27-05-2020 00:00,28-05-2020 00:00,25.68,86.14,3.34,7.27,13.64,0.63,27.28
28-05-2020 00:00,29-05-2020 00:00,24.73,80.56,2.34,9.06,12.87,0.61,26.65
29-05-2020 00:00,30-05-2020 00:00,16.64,64.29,2.07,6.41,11.65,0.58,20.08
30-05-2020 00:00,31-05-2020 00:00,17.68,47.38,2.11,5.62,11.84,0.55,22.31
31-05-2020 00:00,01-06-2020 00:00,18.34,56,1.97,6.01,11.22,0.52,25.99
01-06-2020 00:00,02-06-2020 00:00,21.87,82.1,2.58,6.87,11.45,0.56,31.25
02-06-2020 00:00,03-06-2020 00:00,19.82,46.18,2.84,6.76,10.37,0.57,22.28
03-06-2020 00:00,04-06-2020 00:00,24.36,57.44,4.54,7.3,13.96,0.63,18.38
04-06-2020 00:00,05-06-2020 00:00,18.48,51.71,4.35,6.11,11.81,0.57,13.56
05-06-2020 00:00,06-06-2020 00:00,20.43,57.34,3.99,5.85,12.72,0.52,18
06-06-2020 00:00,07-06-2020 00:00,16.34,36.15,4.03,5.67,11.95,0.51,19.79
07-06-2020 00:00,08-06-2020 00:00,16.76,36.96,4.13,5.7,11.04,0.49,18.94
08-06-2020 00:00,09-06-2020 00:00,16.19,33.73,4.12,5.72,10.82,0.48,12.73
09-06-2020 00:00,10-06-2020 00:00,22.32,40.56,3.68,5.62,11.93,0.42,19.91
10-06-2020 00:00,11-06-2020 00:00,24.31,64,3.3,5.4,10.4,0.39,21.31
11-06-2020 00:00,12-06-2020 00:00,21.01,46.21,3.68,4.92,13.02,0.4,18.83
12-06-2020 00:00,13-06-2020 00:00,28.5,63.57,4.29,5.05,13.53,0.36,22.64
13-06-2020 00:00,14-06-2020 00:00,22.7,37.8,3.01,4.89,10.77,0.34,15.39
14-06-2020 00:00,15-06-2020 00:00,23.56,41.99,2.68,4.95,12.31,0.29,17.65
15-06-2020 00:00,16-06-2020 00:00,21.76,40.11,3.4,4.89,12.91,0.26,17.11
16-06-2020 00:00,17-06-2020 00:00,30.02,67.96,3.11,5.29,12.98,0.22,18.66
17-06-2020 00:00,18-06-2020 00:00,20.45,51.45,3.58,5.1,12.76,0.19,20.68
18-06-2020 00:00,19-06-2020 00:00,13.47,30.34,3.63,5.03,14.01,0.17,20.6
19-06-2020 00:00,20-06-2020 00:00,20.98,49.27,3.39,5.13,12.9,0.14,20.33
20-06-2020 00:00,21-06-2020 00:00,25.94,64.15,3.25,5.28,12.7,0.14,22.51
21-06-2020 00:00,22-06-2020 00:00,20.7,55.35,2.76,5.34,11.87,0.13,19
22-06-2020 00:00,23-06-2020 00:00,16.56,42.32,2.87,5.47,12.45,0.14,21.02
23-06-2020 00:00,24-06-2020 00:00,19.55,48.13,2.49,5.78,11.8,0.13,20.25
24-06-2020 00:00,25-06-2020 00:00,14.03,32.5,2.95,5.8,11.57,0.14,18.22
25-06-2020 00:00,26-06-2020 00:00,23.14,45.62,3.7,5.73,11.24,0.14,20.17
26-06-2020 00:00,27-06-2020 00:00,29.6,67.22,2.93,5.77,12.12,0.12,19.92
27-06-2020 00:00,28-06-2020 00:00,23,59.89,2.96,5.87,11.81,0.12,21.26
28-06-2020 00:00,29-06-2020 00:00,21.71,55.73,2.31,5.86,11.77,0.12,21.73
29-06-2020 00:00,30-06-2020 00:00,19.5,49.07,2.42,5.78,11.29,0.12,18.34
30-06-2020 00:00,01-07-2020 00:00,16.47,42.03,2.55,5.73,13.56,0.13,16.39
01-07-2020 00:00,02-07-2020 00:00,23.59,42.32,2.67,5.77,12.73,0.12,19.6
02-07-2020 00:00,03-07-2020 00:00,16.97,38.89,2.16,5.8,11.84,0.12,19.83
03-07-2020 00:00,04-07-2020 00:00,34.58,65.71,1.96,6.27,10.27,0.12,20.09
04-07-2020 00:00,05-07-2020 00:00,23.89,45.74,1.95,6.36,10.42,0.12,17.86
05-07-2020 00:00,06-07-2020 00:00,32.34,61.52,1.8,6.44,11.08,0.12,17.93
06-07-2020 00:00,07-07-2020 00:00,21.4,40.7,1.65,6.05,11.89,0.12,13.53
07-07-2020 00:00,08-07-2020 00:00,21.78,41.45,1.53,5.8,15.41,0.12,12.78
08-07-2020 00:00,09-07-2020 00:00,23.19,44.11,1.89,6.43,14.87,0.12,15.76
09-07-2020 00:00,10-07-2020 00:00,23.52,44.76,5.02,6.18,12.59,0.12,19.34
10-07-2020 00:00,11-07-2020 00:00,15.11,34.16,5.98,5.72,12.05,0.12,20.96
11-07-2020 00:00,12-07-2020 00:00,14.39,33.05,5.96,5.77,13,0.12,21.31
12-07-2020 00:00,13-07-2020 00:00,16.82,26.88,5.85,5.9,11.64,0.12,12.46
13-07-2020 00:00,14-07-2020 00:00,18.73,44.23,6.13,5.93,10.62,0.12,18.02
14-07-2020 00:00,15-07-2020 00:00,23.4,48.77,6.7,5.8,11.76,0.12,22.6
15-07-2020 00:00,16-07-2020 00:00,19.45,43.64,6.33,5.85,12.97,0.12,23.4
16-07-2020 00:00,17-07-2020 00:00,25.11,43.48,7.23,5.7,14.95,0.12,23.67
17-07-2020 00:00,18-07-2020 00:00,20.46,29.11,6.65,5.76,16.58,0.12,22.53
18-07-2020 00:00,19-07-2020 00:00,16.19,28.77,5.74,6.02,14.64,0.12,25.3
19-07-2020 00:00,20-07-2020 00:00,18.34,36.96,6.74,6.44,15.29,0.12,24.4
20-07-2020 00:00,21-07-2020 00:00,18.98,41.77,5.85,6.58,14.01,0.12,23.86
21-07-2020 00:00,22-07-2020 00:00,20.93,49.32,5.48,6.51,11.71,0.12,16.49
22-07-2020 00:00,23-07-2020 00:00,23.13,58.52,6.58,6.57,10.73,0.12,21.79
23-07-2020 00:00,24-07-2020 00:00,18.76,54.67,8.35,6.19,11.25,0.12,24.65
24-07-2020 00:00,25-07-2020 00:00,26.79,77.71,7.58,6.18,12.92,0.12,17.1
25-07-2020 00:00,26-07-2020 00:00,16.46,26.9,6.81,6.15,13.15,0.12,33.04
26-07-2020 00:00,27-07-2020 00:00,17.43,29.08,7.49,6.16,13,0.12,53.36
27-07-2020 00:00,28-07-2020 00:00,12.14,25.36,7.7,5.92,11.16,0.12,19.45
28-07-2020 00:00,29-07-2020 00:00,19.2,38.94,6.28,6,10.72,0.12,20.12
29-07-2020 00:00,30-07-2020 00:00,22.76,58.69,6.34,6.16,10.05,0.12,18.13
30-07-2020 00:00,31-07-2020 00:00,27.17,55.07,6.25,6.25,10.23,0.12,18.54
31-07-2020 00:00,01-08-2020 00:00,31.92,53.4,6.54,6.33,10.84,0.12,12.09
01-08-2020 00:00,02-08-2020 00:00,22.87,50.02,5.82,6.93,11.3,0.12,19.52
02-08-2020 00:00,03-08-2020 00:00,19.79,43.84,5.07,7.01,9.84,0.12,18.39
03-08-2020 00:00,04-08-2020 00:00,13.88,31.92,4.71,6.98,10.81,0.12,20.18
04-08-2020 00:00,05-08-2020 00:00,14.55,30.66,4.77,7.03,10.99,0.13,19.46
05-08-2020 00:00,06-08-2020 00:00,18.11,42.28,5.47,6.84,12.18,0.13,18.02
06-08-2020 00:00,07-08-2020 00:00,17.6,32.79,5.77,6.56,11.14,0.24,20.86
07-08-2020 00:00,08-08-2020 00:00,22.78,38.31,5.23,6.39,11.63,0.3,17.56
08-08-2020 00:00,09-08-2020 00:00,22.25,46.76,4.9,6.99,11.65,0.39,16.75
09-08-2020 00:00,10-08-2020 00:00,19.53,30.09,5.2,6.79,11.59,0.43,14.18
10-08-2020 00:00,11-08-2020 00:00,18.61,38.07,4.56,6.87,12.68,0.44,10.79
11-08-2020 00:00,12-08-2020 00:00,18.15,42.17,6.33,6.47,11.14,0.43,18.8
12-08-2020 00:00,13-08-2020 00:00,10.86,22.83,6.75,6.62,11.12,0.38,17.06
13-08-2020 00:00,14-08-2020 00:00,9.52,19.04,18.77,6.2,10.15,0.4,12.24
14-08-2020 00:00,15-08-2020 00:00,13.86,24.62,25.45,6.05,8.97,0.4,12.51
15-08-2020 00:00,16-08-2020 00:00,13.35,31.45,11.99,6.72,11.48,0.37,11.9
16-08-2020 00:00,17-08-2020 00:00,13.01,30.72,11.77,6.77,10.54,0.37,9.93
17-08-2020 00:00,18-08-2020 00:00,16.86,33.53,11.96,6.51,9.88,0.37,13.07
18-08-2020 00:00,19-08-2020 00:00,13.51,26.26,11.59,6.17,11.3,0.34,9.43
19-08-2020 00:00,20-08-2020 00:00,11.64,29.17,11.71,6.49,11.59,0.3,11.59
20-08-2020 00:00,21-08-2020 00:00,17.57,38.32,12.48,6.48,10.14,0.33,16.45
21-08-2020 00:00,22-08-2020 00:00,18.26,31.46,11.83,4.78,10.12,0.35,11.68
22-08-2020 00:00,23-08-2020 00:00,17.25,28.45,18.28,2.93,22.65,0.44,10.05
23-08-2020 00:00,24-08-2020 00:00,9.85,13.35,18.31,2.72,22.68,0.44,11.57
24-08-2020 00:00,25-08-2020 00:00,9.32,13.34,18.51,2.69,22.19,0.42,11.86
25-08-2020 00:00,26-08-2020 00:00,12.27,30.91,13.3,2.26,17.55,0.36,15.62
26-08-2020 00:00,27-08-2020 00:00,14.14,37.14,11.24,2.33,16.05,0.35,16.87
27-08-2020 00:00,28-08-2020 00:00,17.39,42.04,14.77,2.55,10.3,0.45,15.74
28-08-2020 00:00,29-08-2020 00:00,16.06,35.16,13.34,2.77,8.13,0.47,12.38
29-08-2020 00:00,30-08-2020 00:00,14.5,37.6,11.19,2.6,9.06,0.39,13.82
30-08-2020 00:00,31-08-2020 00:00,15.1,28.37,11.56,3.29,7.67,0.43,12.9
31-08-2020 00:00,01-09-2020 00:00,11.37,24.93,11.68,2.66,8.12,0.4,13.37
01-09-2020 00:00,02-09-2020 00:00,17.06,46.29,12.14,2.37,8.29,0.44,15.05
02-09-2020 00:00,03-09-2020 00:00,24.67,53.37,14.53,2.15,7.53,0.46,15.27
03-09-2020 00:00,04-09-2020 00:00,30.67,62.34,12.63,2.98,7.04,0.62,16.75
04-09-2020 00:00,05-09-2020 00:00,29.87,57.12,12.08,2.85,8.28,0.47,19.72
05-09-2020 00:00,06-09-2020 00:00,33.28,67.05,13.24,3.77,7.44,0.62,17.73
06-09-2020 00:00,07-09-2020 00:00,30.63,61.26,11.99,3.57,8.05,0.56,16.47
07-09-2020 00:00,08-09-2020 00:00,23.63,55.4,12.94,3.35,6.76,0.5,17.27
08-09-2020 00:00,09-09-2020 00:00,23.17,60.91,12.13,3.32,6.97,0.54,17.51
09-09-2020 00:00,10-09-2020 00:00,32.78,63.8,15.49,3.61,5.24,0.71,16.84
10-09-2020 00:00,11-09-2020 00:00,35.18,64.84,15.03,3,5.48,0.7,21.29
11-09-2020 00:00,12-09-2020 00:00,36.97,65.88,14.11,2.96,5.98,0.42,19.24
12-09-2020 00:00,13-09-2020 00:00,20.22,28.64,11.04,3.22,8.29,0.42,18.51
13-09-2020 00:00,14-09-2020 00:00,18.89,34.87,10.08,3.44,9.09,0.44,17.59
14-09-2020 00:00,15-09-2020 00:00,16.9,35.43,9.97,3.52,9.17,0.42,16.87
15-09-2020 00:00,16-09-2020 00:00,19.4,43.25,12.04,3.35,8.15,0.45,17.56
16-09-2020 00:00,17-09-2020 00:00,26.95,56.57,12.47,3.32,7.59,0.49,16.12
17-09-2020 00:00,18-09-2020 00:00,22.91,47.64,12.06,3.3,7.08,0.49,13.29
18-09-2020 00:00,19-09-2020 00:00,26.43,67.7,12.06,3.59,6.99,0.48,15.77
19-09-2020 00:00,20-09-2020 00:00,28.3,68.31,12.02,4.31,6.96,0.54,16.43
20-09-2020 00:00,21-09-2020 00:00,19.03,38.81,10.26,4.39,8.88,0.55,17.98
21-09-2020 00:00,22-09-2020 00:00,20.69,39.45,11.43,3.77,7.62,0.53,18.38
22-09-2020 00:00,23-09-2020 00:00,24.58,66.7,12.39,3.4,6.73,0.54,19.52
23-09-2020 00:00,24-09-2020 00:00,32.66,77.38,14.04,2.96,5.42,0.55,20.22
24-09-2020 00:00,25-09-2020 00:00,22.41,52.74,15.83,3.43,4.97,0.52,19.32
25-09-2020 00:00,26-09-2020 00:00,27.23,65.66,23.74,3.21,4.91,0.51,19.18
26-09-2020 00:00,27-09-2020 00:00,21.39,60.82,11.23,3.3,8.94,0.5,18.2
27-09-2020 00:00,28-09-2020 00:00,21.48,54.91,12.54,3.39,8.03,0.53,13.01
28-09-2020 00:00,29-09-2020 00:00,27.81,65.82,15.1,3.45,6,0.58,21
29-09-2020 00:00,30-09-2020 00:00,28.72,70.16,14.65,3.38,5.71,0.58,18.14
30-09-2020 00:00,01-10-2020 00:00,26.39,60.12,17.59,3.46,4.83,0.58,17.85
01-10-2020 00:00,02-10-2020 00:00,31.47,71.25,17.62,3.56,5.01,0.61,17.42
02-10-2020 00:00,03-10-2020 00:00,24.38,64.12,13.76,4,6.87,0.58,18.94
03-10-2020 00:00,04-10-2020 00:00,25.39,59.63,15.25,3.57,6.92,0.57,22.23
04-10-2020 00:00,05-10-2020 00:00,27.4,67.21,17.07,4.24,6.31,0.63,19.51
05-10-2020 00:00,06-10-2020 00:00,30.26,71.18,15.92,3.8,5.43,0.66,20.12
06-10-2020 00:00,07-10-2020 00:00,28.29,72.31,21,3.88,6.11,0.68,19.16
